Term	distance	Annotation
GO:0075025	3	initiation of appressorium on or near host
GO:0075057	3	initiation of symbiont penetration peg
GO:0003409	3	optic cup structural organization
GO:0009933	3	meristem structural organization
GO:0010358	3	leaf shaping
GO:0021552	3	midbrain-hindbrain boundary structural organization
GO:0021577	3	hindbrain structural organization
GO:0021581	3	medulla oblongata structural organization
GO:0021585	3	pons structural organization
GO:0021589	3	cerebellum structural organization
GO:0021595	3	rhombomere structural organization
GO:0021597	3	central nervous system structural organization
GO:0021604	3	cranial nerve structural organization
GO:0021685	3	cerebellar granular layer structural organization
GO:0021689	3	cerebellar molecular layer structural organization
GO:0021693	3	cerebellar Purkinje cell layer structural organization
GO:0021698	3	cerebellar cortex structural organization
GO:0021716	3	inferior olivary nucleus structural organization
GO:0021721	3	superior olivary nucleus structural organization
GO:0035763	3	dorsal motor nucleus of vagus nerve structural organization
GO:0048338	3	mesoderm structural organization
GO:0048450	3	floral organ structural organization
GO:0060185	3	outer ear unfolding
GO:0061555	3	ganglion structural organization
GO:0072118	3	pronephros structural organization
GO:1904961	3	quiescent center organization
GO:0001568	3	blood vessel development
GO:0001748	3	optic lobe placode development
GO:0001824	3	blastocyst development
GO:0001942	3	hair follicle development
GO:0001945	3	lymph vessel development
GO:0002088	3	lens development in camera-type eye
GO:0003157	3	endocardium development
GO:0003170	3	heart valve development
GO:0003205	3	cardiac chamber development
GO:0003228	3	atrial cardiac muscle tissue development
GO:0003279	3	cardiac septum development
GO:0003360	3	brainstem development
GO:0003407	3	neural retina development
GO:0003410	3	anterior rotation of the optic cup
GO:0009888	3	tissue development
GO:0007418	3	ventral midline development
GO:0007458	3	progression of morphogenetic furrow involved in compound eye morphogenesis
GO:0007477	3	notum development
GO:0007487	3	analia development
GO:0007496	3	anterior midgut development
GO:0007497	3	posterior midgut development
GO:0010098	3	suspensor development
GO:0010865	3	stipule development
GO:0016319	3	mushroom body development
GO:0016358	3	dendrite development
GO:0021516	3	dorsal spinal cord development
GO:0021517	3	ventral spinal cord development
GO:0021536	3	diencephalon development
GO:0021537	3	telencephalon development
GO:0021538	3	epithalamus development
GO:0021539	3	subthalamus development
GO:0021541	3	ammon gyrus development
GO:0021542	3	dentate gyrus development
GO:0021543	3	pallium development
GO:0021544	3	subpallium development
GO:0021546	3	rhombomere development
GO:0021548	3	pons development
GO:0021549	3	cerebellum development
GO:0021550	3	medulla oblongata development
GO:0021592	3	fourth ventricle development
GO:0021670	3	lateral ventricle development
GO:0021675	3	nerve development
GO:0021678	3	third ventricle development
GO:0021679	3	cerebellar molecular layer development
GO:0021680	3	cerebellar Purkinje cell layer development
GO:0021681	3	cerebellar granular layer development
GO:0021695	3	cerebellar cortex development
GO:0021723	3	medullary reticular formation development
GO:0021727	3	intermediate reticular formation development
GO:0021729	3	superior reticular formation development
GO:0021756	3	striatum development
GO:0021764	3	amygdala development
GO:0021765	3	cingulate gyrus development
GO:0021766	3	hippocampus development
GO:0021767	3	mammillary body development
GO:0021769	3	orbitofrontal cortex development
GO:0021770	3	parahippocampal gyrus development
GO:0021772	3	olfactory bulb development
GO:0021794	3	thalamus development
GO:0021854	3	hypothalamus development
GO:0021984	3	adenohypophysis development
GO:0021986	3	habenula development
GO:0021987	3	cerebral cortex development
GO:0021988	3	olfactory lobe development
GO:0021989	3	olfactory cortex development
GO:0022037	3	metencephalon development
GO:0022038	3	corpus callosum development
GO:0030900	3	forebrain development
GO:0030901	3	midbrain development
GO:0030902	3	hindbrain development
GO:0030917	3	midbrain-hindbrain boundary development
GO:0031018	3	endocrine pancreas development
GO:0031099	3	regeneration
GO:0032835	3	glomerulus development
GO:0032836	3	glomerular basement membrane development
GO:0033504	3	floor plate development
GO:0035801	3	adrenal cortex development
GO:0035844	3	cloaca development
GO:0035878	3	nail development
GO:0035905	3	ascending aorta development
GO:0035906	3	descending aorta development
GO:0035993	3	deltoid tuberosity development
GO:0036302	3	atrioventricular canal development
GO:0036306	3	embryonic heart tube elongation
GO:0039009	3	rectal diverticulum development
GO:0039012	3	pronephric sinus development
GO:0039018	3	nephrostome development
GO:0044691	3	tooth eruption
GO:0048036	3	central complex development
GO:0048058	3	compound eye corneal lens development
GO:0048098	3	antennal joint development
GO:0048286	3	lung alveolus development
GO:0048382	3	mesendoderm development
GO:0048513	3	animal organ development
GO:0048722	3	anterior cibarial plate development
GO:0048723	3	clypeus development
GO:0048724	3	epistomal sclerite development
GO:0048726	3	labrum development
GO:0048727	3	posterior cibarial plate development
GO:0048829	3	root cap development
GO:0048839	3	inner ear development
GO:0048840	3	otolith development
GO:0048857	3	neural nucleus development
GO:0048887	3	cupula development
GO:0060021	3	roof of mouth development
GO:0060022	3	hard palate development
GO:0060023	3	soft palate development
GO:0060041	3	retina development in camera-type eye
GO:0060166	3	olfactory pit development
GO:0060322	3	head development
GO:0060324	3	face development
GO:0060430	3	lung saccule development
GO:0060462	3	lung lobe development
GO:0060465	3	pharynx development
GO:0060618	3	nipple development
GO:0060749	3	mammary gland alveolus development
GO:0060996	3	dendritic spine development
GO:0061027	3	umbilical cord development
GO:0061029	3	eyelid development in camera-type eye
GO:0061032	3	visceral serous pericardium development
GO:0061034	3	olfactory bulb mitral cell layer development
GO:0061054	3	dermatome development
GO:0061055	3	myotome development
GO:0061061	3	muscle structure development
GO:0061079	3	left horn of sinus venosus development
GO:0061080	3	right horn of sinus venosus development
GO:0061152	3	trachea submucosa development
GO:0061196	3	fungiform papilla development
GO:0061303	3	cornea development in camera-type eye
GO:0061360	3	optic chiasma development
GO:0061373	3	mammillary axonal complex development
GO:0061374	3	mammillothalamic axonal tract development
GO:0061375	3	mammillotectal axonal tract development
GO:0061376	3	mammillotegmental axonal tract development
GO:0061377	3	mammary gland lobule development
GO:0061378	3	corpora quadrigemina development
GO:0061379	3	inferior colliculus development
GO:0061380	3	superior colliculus development
GO:0061524	3	central canal development
GO:0070121	3	Kupffer's vesicle development
GO:0071109	3	superior temporal gyrus development
GO:0071696	3	ectodermal placode development
GO:0071728	3	beak development
GO:0072006	3	nephron development
GO:0072013	3	glomus development
GO:0072022	3	descending thin limb development
GO:0072051	3	juxtaglomerular apparatus development
GO:0072053	3	renal inner medulla development
GO:0072054	3	renal outer medulla development
GO:0072055	3	renal cortex development
GO:0072056	3	pyramid development
GO:0072057	3	inner stripe development
GO:0072058	3	outer stripe development
GO:0072059	3	cortical collecting duct development
GO:0072360	3	vascular cord development
GO:0090102	3	cochlea development
GO:0099120	3	socially cooperative development
GO:0099402	3	plant organ development
GO:1902742	3	apoptotic process involved in development
GO:1903374	3	subarachnoid space development
GO:1903700	3	caecum development
GO:1903701	3	substantia propria of cornea development
GO:1903866	3	palisade mesophyll development
GO:1903867	3	extraembryonic membrane development
GO:1904817	3	serous membrane development
GO:1904818	3	visceral peritoneum development
GO:1904819	3	parietal peritoneum development
GO:1904866	3	ventral tegmental area development
GO:1904888	3	cranial skeletal system development
GO:1905328	3	plant septum development
GO:1990045	3	sclerotium development
GO:0031156	3	regulation of sorocarp development
GO:0044127	3	regulation of development of symbiont in host
GO:0040034	3	regulation of development, heterochronic
GO:0044145	3	modulation of development of symbiont involved in interaction with host
GO:0045682	3	regulation of epidermis development
GO:0048509	3	regulation of meristem development
GO:0048832	3	specification of plant organ number
GO:0061963	3	regulation of entry into reproductive diapause
GO:1901546	3	regulation of synaptic vesicle lumen acidification
GO:1901861	3	regulation of muscle tissue development
GO:1901922	3	regulation of sclerotium development
GO:1904248	3	regulation of age-related resistance
GO:1904748	3	regulation of apoptotic process involved in development
GO:1905174	3	regulation of vascular smooth muscle cell dedifferentiation
GO:2000380	3	regulation of mesoderm development
GO:2000383	3	regulation of ectoderm development
GO:2000742	3	regulation of anterior head development
GO:0002635	3	negative regulation of germinal center formation
GO:0010637	3	negative regulation of mitochondrial fusion
GO:0034242	3	negative regulation of syncytium formation by plasma membrane fusion
GO:0044147	3	negative regulation of development of symbiont involved in interaction with host
GO:0045683	3	negative regulation of epidermis development
GO:0060313	3	negative regulation of blood vessel remodeling
GO:0061964	3	negative regulation of entry into reproductive diapause
GO:0090258	3	negative regulation of mitochondrial fission
GO:0110014	3	negative regulation of aggregation involved in sorocarp development
GO:0110042	3	negative regulation of pharynx morphogenesis
GO:1901320	3	negative regulation of heart induction
GO:1901547	3	negative regulation of synaptic vesicle lumen acidification
GO:1901862	3	negative regulation of muscle tissue development
GO:1901923	3	negative regulation of sclerotium development
GO:1902184	3	negative regulation of shoot apical meristem development
GO:1904249	3	negative regulation of age-related resistance
GO:1904746	3	negative regulation of apoptotic process involved in development
GO:1905175	3	negative regulation of vascular smooth muscle cell dedifferentiation
GO:1905331	3	negative regulation of morphogenesis of an epithelium
GO:2000333	3	negative regulation of blood microparticle formation
GO:2000381	3	negative regulation of mesoderm development
GO:2000384	3	negative regulation of ectoderm development
GO:2000393	3	negative regulation of lamellipodium morphogenesis
GO:2000743	3	negative regulation of anterior head development
GO:0002636	3	positive regulation of germinal center formation
GO:0010636	3	positive regulation of mitochondrial fusion
GO:0044149	3	positive regulation of development of symbiont involved in interaction with host
GO:0045684	3	positive regulation of epidermis development
GO:0060143	3	positive regulation of syncytium formation by plasma membrane fusion
GO:0061965	3	positive regulation of entry into reproductive diapause
GO:0090141	3	positive regulation of mitochondrial fission
GO:0110013	3	positive regulation of aggregation involved in sorocarp development
GO:0110043	3	positive regulation of pharynx morphogenesis
GO:1901548	3	positive regulation of synaptic vesicle lumen acidification
GO:1901863	3	positive regulation of muscle tissue development
GO:1901924	3	positive regulation of sclerotium development
GO:1902185	3	positive regulation of shoot apical meristem development
GO:1902917	3	positive regulation of mating projection assembly
GO:1904250	3	positive regulation of age-related resistance
GO:1904747	3	positive regulation of apoptotic process involved in development
GO:1905176	3	positive regulation of vascular smooth muscle cell dedifferentiation
GO:1905332	3	positive regulation of morphogenesis of an epithelium
GO:2000334	3	positive regulation of blood microparticle formation
GO:2000382	3	positive regulation of mesoderm development
GO:2000385	3	positive regulation of ectoderm development
GO:2000394	3	positive regulation of lamellipodium morphogenesis
GO:2000744	3	positive regulation of anterior head development
GO:0035069	3	larval midgut histolysis
GO:0035070	3	salivary gland histolysis
GO:0060032	3	notochord regression
GO:0060641	3	mammary gland duct regression in males
GO:1990384	3	hyaloid vascular plexus regression
GO:0014834	3	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration
GO:0060362	3	flight involved in flight behavior
GO:0043056	3	forward locomotion
GO:0043057	3	backward locomotion
GO:0043058	3	regulation of backward locomotion
GO:0043059	3	regulation of forward locomotion
GO:0050920	3	regulation of chemotaxis
GO:0052371	3	regulation by organism of entry into other organism involved in symbiotic interaction
GO:0075231	3	modulation of spore movement on or near host
GO:1902186	3	regulation of viral release from host cell
GO:2000145	3	regulation of cell motility
GO:0050922	3	negative regulation of chemotaxis
GO:0075051	3	negative regulation of symbiont cell wall strengthening involved in entry into host
GO:0075056	3	negative regulation of symbiont penetration peg formation for entry into host
GO:0075200	3	negative regulation of symbiont haustorium neck formation for entry into host
GO:0075204	3	negative regulation of symbiont penetration hypha formation for entry into host
GO:0075233	3	negative regulation of spore movement on or near host
GO:1902187	3	negative regulation of viral release from host cell
GO:1905849	3	negative regulation of forward locomotion
GO:1905851	3	negative regulation of backward locomotion
GO:2000146	3	negative regulation of cell motility
GO:0050921	3	positive regulation of chemotaxis
GO:0075050	3	positive regulation of symbiont cell wall strengthening involved in entry into host
GO:0075055	3	positive regulation of symbiont penetration peg formation for entry into host
GO:0075199	3	positive regulation of symbiont haustorium neck formation for entry into host
GO:0075203	3	positive regulation of symbiont penetration hypha formation for entry into host
GO:0075232	3	positive regulation of spore movement on or near host
GO:1902188	3	positive regulation of viral release from host cell
GO:1905850	3	positive regulation of forward locomotion
GO:1905852	3	positive regulation of backward locomotion
GO:2000147	3	positive regulation of cell motility
GO:0001966	3	thigmotaxis
GO:0006935	3	chemotaxis
GO:0009453	3	energy taxis
GO:0021844	3	interneuron sorting involved in substrate-independent cerebral cortex tangential migration
GO:0042332	3	gravitaxis
GO:0043052	3	thermotaxis
GO:0001539	3	cilium or flagellum-dependent cell motility
GO:0003411	3	cell motility involved in camera-type eye morphogenesis
GO:0016477	3	cell migration
GO:0021805	3	cell movement involved in somal translocation
GO:0021814	3	cell motility involved in cerebral cortex radial glia guided migration
GO:0043107	3	type IV pilus-dependent motility
GO:0060327	3	cytoplasmic actin-based contraction involved in cell motility
GO:0070358	3	actin polymerization-dependent cell motility
GO:0071975	3	cell swimming
GO:0071976	3	cell gliding
GO:0090247	3	cell motility involved in somitogenic axis elongation
GO:0097230	3	cell motility in response to potassium ion
GO:0097231	3	cell motility in response to calcium ion
GO:0097722	3	sperm motility
GO:0044007	3	dissemination or transmission of symbiont from host
GO:0051822	3	dissemination or transmission of organism from other organism by vector involved in symbiotic interaction
GO:0051814	3	movement in other organism involved in symbiotic interaction
GO:0052126	3	movement in host environment
GO:0052195	3	movement on or near other organism involved in symbiotic interaction
GO:0052215	3	energy taxis in environment of other organism involved in symbiotic interaction
GO:0052216	3	chemotaxis in environment of other organism involved in symbiotic interaction
GO:0043324	3	pigment metabolic process involved in developmental pigmentation
GO:0043475	3	pigment metabolic process involved in pigment accumulation
GO:0043478	3	pigment accumulation in response to UV light
GO:0006856	3	eye pigment precursor transport
GO:0048067	3	cuticle pigmentation
GO:0048069	3	eye pigmentation
GO:0050931	3	pigment cell differentiation
GO:0000279	3	M phase
GO:0044838	3	cell quiescence
GO:0051318	3	G1 phase
GO:0051319	3	G2 phase
GO:0051320	3	S phase
GO:0051322	3	anaphase
GO:0051323	3	metaphase
GO:0051324	3	prophase
GO:0051325	3	interphase
GO:0051326	3	telophase
GO:0098762	3	meiotic cell cycle phase
GO:0098763	3	mitotic cell cycle phase
GO:0042696	3	menarche
GO:0042697	3	menopause
GO:0042703	3	menstruation
GO:0042637	3	catagen
GO:0042638	3	exogen
GO:0042639	3	telogen
GO:0042640	3	anagen
GO:0060207	3	diestrus
GO:0060208	3	proestrus
GO:0060209	3	estrus
GO:0060210	3	metestrus
GO:0003052	3	circadian regulation of systemic arterial blood pressure
GO:0010617	3	circadian regulation of calcium ion oscillation
GO:0060086	3	circadian temperature homeostasis
GO:0035882	3	defecation rhythm
GO:0044849	3	estrous cycle
GO:0002760	3	positive regulation of antimicrobial humoral response
GO:0031287	3	positive regulation of sorocarp stalk cell differentiation
GO:0031666	3	positive regulation of lipopolysaccharide-mediated signaling pathway
GO:0043941	3	positive regulation of sexual sporulation resulting in formation of a cellular spore
GO:0045809	3	positive regulation of establishment of competence for transformation
GO:0048524	3	positive regulation of viral process
GO:0051819	3	induction by symbiont of nodulation, tumor or growth in host
GO:0075295	3	positive regulation by organism of entry into other organism involved in symbiotic interaction
GO:1900245	3	positive regulation of MDA-5 signaling pathway
GO:1900246	3	positive regulation of RIG-I signaling pathway
GO:1900367	3	positive regulation of defense response to insect
GO:1900426	3	positive regulation of defense response to bacterium
GO:1900735	3	positive regulation of flocculation
GO:1901672	3	positive regulation of systemic acquired resistance
GO:1902060	3	positive regulation of sporocarp development involved in sexual reproduction
GO:1902290	3	positive regulation of defense response to oomycetes
GO:1904417	3	positive regulation of xenophagy
GO:1905036	3	positive regulation of antifungal innate immune response
GO:1905228	3	positive regulation of adhesion of symbiont to host epithelial cell
GO:0031334	3	positive regulation of protein complex assembly
GO:0031453	3	positive regulation of heterochromatin assembly
GO:0032233	3	positive regulation of actin filament bundle assembly
GO:0045856	3	positive regulation of pole plasm oskar mRNA localization
GO:0051965	3	positive regulation of synapse assembly
GO:0090070	3	positive regulation of ribosome biogenesis
GO:0090261	3	positive regulation of inclusion body assembly
GO:0120034	3	positive regulation of plasma membrane bounded cell projection assembly
GO:1900106	3	positive regulation of hyaluranon cable assembly
GO:1901203	3	positive regulation of extracellular matrix assembly
GO:1901348	3	positive regulation of secondary cell wall biogenesis
GO:1901890	3	positive regulation of cell junction assembly
GO:1901893	3	positive regulation of cell septum assembly
GO:1902117	3	positive regulation of organelle assembly
GO:1903024	3	positive regulation of ascospore-type prospore membrane assembly
GO:1903331	3	positive regulation of iron-sulfur cluster assembly
GO:1903543	3	positive regulation of exosomal secretion
GO:1903658	3	positive regulation of type IV pilus biogenesis
GO:1904261	3	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
GO:1904431	3	positive regulation of t-circle formation
GO:1905088	3	positive regulation of synaptonemal complex assembly
GO:1905470	3	positive regulation of clathrin-coated pit assembly
GO:2000433	3	positive regulation of cytokinesis, actomyosin contractile ring assembly
GO:2000707	3	positive regulation of dense core granule biogenesis
GO:2001011	3	positive regulation of plant-type cell wall cellulose biosynthetic process
GO:1900827	3	positive regulation of membrane depolarization during cardiac muscle cell action potential
GO:1903947	3	positive regulation of ventricular cardiac muscle cell action potential
GO:1903949	3	positive regulation of atrial cardiac muscle cell action potential
GO:1903951	3	positive regulation of AV node cell action potential
GO:1904457	3	positive regulation of neuronal action potential
GO:1905033	3	positive regulation of membrane repolarization during cardiac muscle cell action potential
GO:0010811	3	positive regulation of cell-substrate adhesion
GO:0022409	3	positive regulation of cell-cell adhesion
GO:0033630	3	positive regulation of cell adhesion mediated by integrin
GO:0106090	3	positive regulation of cell adhesion involved in sprouting angiogenesis
GO:0048075	3	positive regulation of eye pigmentation
GO:0050942	3	positive regulation of pigment cell differentiation
GO:0002833	3	positive regulation of response to biotic stimulus
GO:0010220	3	positive regulation of vernalization response
GO:0031349	3	positive regulation of defense response
GO:0032103	3	positive regulation of response to external stimulus
GO:0035774	3	positive regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0060760	3	positive regulation of response to cytokine stimulus
GO:0070572	3	positive regulation of neuron projection regeneration
GO:1900433	3	positive regulation of filamentous growth of a population of unicellular organisms in response to heat
GO:1900439	3	positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
GO:1900520	3	positive regulation of response to pullulan
GO:1900523	3	positive regulation of response to amylopectin
GO:1900743	3	positive regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:1901002	3	positive regulation of response to salt stress
GO:1901421	3	positive regulation of response to alcohol
GO:1901433	3	positive regulation of response to cycloalkane
GO:1901436	3	positive regulation of toluene catabolic process
GO:1901444	3	positive regulation of response to furfural
GO:1901453	3	positive regulation of response to benzene
GO:1901459	3	positive regulation of response to acetate
GO:1902448	3	positive regulation of shade avoidance
GO:1902584	3	positive regulation of response to water deprivation
GO:1902884	3	positive regulation of response to oxidative stress
GO:1903036	3	positive regulation of response to wounding
GO:1903855	3	positive regulation of stress response to copper ion
GO:1905091	3	positive regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
GO:1905947	3	positive regulation of response to calcium ion
GO:2000259	3	positive regulation of protein activation cascade
GO:2000306	3	positive regulation of photomorphogenesis
GO:2000774	3	positive regulation of cellular senescence
GO:2000972	3	positive regulation of detection of glucose
GO:2001025	3	positive regulation of response to drug
GO:2001230	3	positive regulation of response to gamma radiation
GO:0031340	3	positive regulation of vesicle fusion
GO:0032241	3	positive regulation of nucleobase-containing compound transport
GO:0032370	3	positive regulation of lipid transport
GO:0032388	3	positive regulation of intracellular transport
GO:0032411	3	positive regulation of transporter activity
GO:0032892	3	positive regulation of organic acid transport
GO:0034764	3	positive regulation of transmembrane transport
GO:0035540	3	positive regulation of SNARE complex disassembly
GO:0043270	3	positive regulation of ion transport
GO:0045807	3	positive regulation of endocytosis
GO:0051047	3	positive regulation of secretion
GO:0051222	3	positive regulation of protein transport
GO:0051590	3	positive regulation of neurotransmitter transport
GO:0051623	3	positive regulation of norepinephrine uptake
GO:0051628	3	positive regulation of epinephrine uptake
GO:0051954	3	positive regulation of amine transport
GO:0090372	3	positive regulation of glycerol transport
GO:1900287	3	positive regulation of cellotriose transport
GO:1900293	3	positive regulation of galactotriose transport
GO:1900296	3	positive regulation of heptasaccharide transport
GO:1900299	3	positive regulation of hexasaccharide transport
GO:1900302	3	positive regulation of laminarabiose transport
GO:1900305	3	positive regulation of laminaritriose transport
GO:1900323	3	positive regulation of maltotetraose transport
GO:1900326	3	positive regulation of maltotriulose transport
GO:1900329	3	positive regulation of mannotriose transport
GO:1900359	3	positive regulation of nigerotriose transport
GO:1900362	3	positive regulation of pentasaccharide transport
GO:1901030	3	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:1901041	3	positive regulation of peptide antigen transport
GO:1901254	3	positive regulation of intracellular transport of viral material
GO:1902009	3	positive regulation of toxin transport
GO:1902345	3	positive regulation of maltose transport
GO:1903337	3	positive regulation of vacuolar transport
GO:1903423	3	positive regulation of synaptic vesicle recycling
GO:1904300	3	positive regulation of transcytosis
GO:1904480	3	positive regulation of intestinal absorption
GO:1905367	3	positive regulation of intralumenal vesicle formation
GO:2000809	3	positive regulation of synaptic vesicle clustering
GO:2000878	3	positive regulation of oligopeptide transport
GO:0007228	3	positive regulation of hh target transcription factor activity
GO:0032793	3	positive regulation of CREB transcription factor activity
GO:0051092	3	positive regulation of NF-kappaB transcription factor activity
GO:1904169	3	positive regulation of thyroid hormone receptor activity
GO:2000825	3	positive regulation of androgen receptor activity
GO:0030194	3	positive regulation of blood coagulation
GO:1905386	3	positive regulation of protein localization to presynapse
GO:0043945	3	positive regulation of asexual sporulation resulting in formation of a cellular spore
GO:0045782	3	positive regulation of cell budding
GO:0075307	3	positive regulation of conidium formation
GO:0075323	3	positive regulation of oomycete sporangium development
GO:0090316	3	positive regulation of intracellular protein transport
GO:0110083	3	positive regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly
GO:0120187	3	positive regulation of protein localization to chromatin
GO:0150032	3	positive regulation of protein localization to lysosome
GO:1900182	3	positive regulation of protein localization to nucleus
GO:1902365	3	positive regulation of protein localization to spindle pole body
GO:1903068	3	positive regulation of protein localization to cell tip
GO:1903485	3	positive regulation of maintenance of mitotic actomyosin contractile ring localization
GO:1903566	3	positive regulation of protein localization to cilium
GO:1903749	3	positive regulation of establishment of protein localization to mitochondrion
GO:1904377	3	positive regulation of protein localization to cell periphery
GO:1904781	3	positive regulation of protein localization to centrosome
GO:1904816	3	positive regulation of protein localization to chromosome, telomeric region
GO:1905113	3	positive regulation of centromere clustering at the mitotic nuclear envelope
GO:1905171	3	positive regulation of protein localization to phagocytic vesicle
GO:1905342	3	positive regulation of protein localization to kinetochore
GO:1905477	3	positive regulation of protein localization to membrane
GO:1905552	3	positive regulation of protein localization to endoplasmic reticulum
GO:1905668	3	positive regulation of protein localization to endosome
GO:1905873	3	positive regulation of protein localization to cell leading edge
GO:2000010	3	positive regulation of protein localization to cell surface
GO:2000397	3	positive regulation of ubiquitin-dependent endocytosis
GO:0051901	3	positive regulation of mitochondrial depolarization
GO:1904199	3	positive regulation of regulation of vascular smooth muscle cell membrane depolarization
GO:1904851	3	positive regulation of establishment of protein localization to telomere
GO:2001108	3	positive regulation of Rho guanyl-nucleotide exchange factor activity
GO:1905411	3	positive regulation of mitotic cohesin unloading
GO:0010884	3	positive regulation of lipid storage
GO:2000202	3	positive regulation of ribosomal subunit export from nucleus
GO:2000240	3	positive regulation of tRNA export from nucleus
GO:0042994	3	cytoplasmic sequestering of transcription factor
GO:0032088	3	negative regulation of NF-kappaB transcription factor activity
GO:0032792	3	negative regulation of CREB transcription factor activity
GO:1904168	3	negative regulation of thyroid hormone receptor activity
GO:2000824	3	negative regulation of androgen receptor activity
GO:0008348	3	negative regulation of antimicrobial humoral response
GO:0010113	3	negative regulation of systemic acquired resistance
GO:0031286	3	negative regulation of sorocarp stalk cell differentiation
GO:0031665	3	negative regulation of lipopolysaccharide-mediated signaling pathway
GO:0043942	3	negative regulation of sexual sporulation resulting in formation of a cellular spore
GO:0045808	3	negative regulation of establishment of competence for transformation
GO:0048525	3	negative regulation of viral process
GO:0050687	3	negative regulation of defense response to virus
GO:0052373	3	negative regulation by organism of entry into other organism involved in symbiotic interaction
GO:0060257	3	negative regulation of flocculation
GO:1900366	3	negative regulation of defense response to insect
GO:1900425	3	negative regulation of defense response to bacterium
GO:1901134	3	negative regulation of coflocculation via protein-carbohydrate interaction
GO:1902059	3	negative regulation of sporocarp development involved in sexual reproduction
GO:1902289	3	negative regulation of defense response to oomycetes
GO:1904416	3	negative regulation of xenophagy
GO:1905035	3	negative regulation of antifungal innate immune response
GO:1905227	3	negative regulation of adhesion of symbiont to host epithelial cell
GO:2000536	3	negative regulation of entry of bacterium into host cell
GO:1900826	3	negative regulation of membrane depolarization during cardiac muscle cell action potential
GO:1903946	3	negative regulation of ventricular cardiac muscle cell action potential
GO:1903948	3	negative regulation of atrial cardiac muscle cell action potential
GO:1903950	3	negative regulation of AV node cell action potential
GO:1904456	3	negative regulation of neuronal action potential
GO:1905032	3	negative regulation of membrane repolarization during cardiac muscle cell action potential
GO:0048074	3	negative regulation of eye pigmentation
GO:0050941	3	negative regulation of pigment cell differentiation
GO:0002832	3	negative regulation of response to biotic stimulus
GO:0010100	3	negative regulation of photomorphogenesis
GO:0010221	3	negative regulation of vernalization response
GO:0031348	3	negative regulation of defense response
GO:0032102	3	negative regulation of response to external stimulus
GO:0060761	3	negative regulation of response to cytokine stimulus
GO:0061179	3	negative regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0070571	3	negative regulation of neuron projection regeneration
GO:0080148	3	negative regulation of response to water deprivation
GO:1900432	3	negative regulation of filamentous growth of a population of unicellular organisms in response to heat
GO:1900438	3	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
GO:1900519	3	negative regulation of response to pullulan
GO:1900522	3	negative regulation of response to amylopectin
GO:1900742	3	negative regulation of filamentous growth of a population of unicellular organisms in response to pH
GO:1901001	3	negative regulation of response to salt stress
GO:1901420	3	negative regulation of response to alcohol
GO:1901432	3	negative regulation of response to cycloalkane
GO:1901435	3	negative regulation of toluene catabolic process
GO:1901443	3	negative regulation of response to furfural
GO:1901452	3	negative regulation of response to benzene
GO:1901458	3	negative regulation of response to acetate
GO:1902447	3	negative regulation of shade avoidance
GO:1902883	3	negative regulation of response to oxidative stress
GO:1903035	3	negative regulation of response to wounding
GO:1903854	3	negative regulation of stress response to copper ion
GO:1904490	3	negative regulation of mitochondrial unfolded protein response by negative regulation of transcription from RNA polymerase II promoter
GO:1905946	3	negative regulation of response to calcium ion
GO:2000258	3	negative regulation of protein activation cascade
GO:2000773	3	negative regulation of cellular senescence
GO:2000971	3	negative regulation of detection of glucose
GO:2001024	3	negative regulation of response to drug
GO:2001229	3	negative regulation of response to gamma radiation
GO:0031339	3	negative regulation of vesicle fusion
GO:0032240	3	negative regulation of nucleobase-containing compound transport
GO:0032369	3	negative regulation of lipid transport
GO:0032387	3	negative regulation of intracellular transport
GO:0032410	3	negative regulation of transporter activity
GO:0032891	3	negative regulation of organic acid transport
GO:0034763	3	negative regulation of transmembrane transport
GO:0035541	3	negative regulation of SNARE complex disassembly
GO:0043271	3	negative regulation of ion transport
GO:0045806	3	negative regulation of endocytosis
GO:0051048	3	negative regulation of secretion
GO:0051224	3	negative regulation of protein transport
GO:0051589	3	negative regulation of neurotransmitter transport
GO:0051622	3	negative regulation of norepinephrine uptake
GO:0051627	3	negative regulation of epinephrine uptake
GO:0051953	3	negative regulation of amine transport
GO:0090373	3	negative regulation of glycerol transport
GO:1900286	3	negative regulation of cellotriose transport
GO:1900292	3	negative regulation of galactotriose transport
GO:1900295	3	negative regulation of heptasaccharide transport
GO:1900298	3	negative regulation of hexasaccharide transport
GO:1900301	3	negative regulation of laminarabiose transport
GO:1900304	3	negative regulation of laminaritriose transport
GO:1900322	3	negative regulation of maltotetraose transport
GO:1900325	3	negative regulation of maltotriulose transport
GO:1900328	3	negative regulation of mannotriose transport
GO:1900358	3	negative regulation of nigerotriose transport
GO:1900361	3	negative regulation of pentasaccharide transport
